year,month,oyo_id,hub,city,cluster,SRNs,GMV,OCC,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,ARR,OTA.1,TraveLoka.1,Booking.com.1,Agoda.1,Tiket.com.1,Pegipegi.1,Expedia.1,App.1,MM.1,Walk_In.1,Web.1,Direct.1,Rest.1,Revpar,Cancellations,No_Shows,GTR,NTR,MG_Loss,Review score,display_category
2020,1,ID_BDG078,West Java 1,Bandung,Jatinangor,1023,54618110.66,0.3255,0.216,0.132,0.0137,0.045,0.0029,0.0186,0.0039,0.0684,0.0068,0.0293,0.002,0.002,0.001,164025,173686,180017,183582,141623,199506,169668,293816,140347,145182,155180,123570,119394,253936,53392,0.2158,0.0726,-1.036,-1.1692,0,9.2,OYO Hotels
2020,1,ID_BDG080,West Java 1,Bandung,Jatinangor,377,36196123.4,0.4403,0.2865,0.1751,0.0212,0.069,0.0053,0.0159,0.0,0.1353,0.0,0.0,0.008,0.008,0.0027,218058,217865,214286,210799,223549,276188,222577,0,215592,0,0,237752,216000,311810,96015,0.37,0.0767,0.31670000000000004,0.19510000000000002,0,5.7,OYO Hotels
2020,1,ID_BDG080,West Java 1,Bandung,Jatinangor,377,36196123.4,0.4403,0.2865,0.1751,0.0212,0.069,0.0053,0.0159,0.0,0.1353,0.0,0.0,0.008,0.008,0.0027,218058,217865,214286,210799,223549,276188,222577,0,215592,0,0,237752,216000,311810,96015,0.37,0.0767,0.31670000000000004,0.19510000000000002,0,5.4,OYO Hotels
2020,1,ID_BDG080,West Java 1,Bandung,Jatinangor,377,36196123.4,0.4403,0.2865,0.1751,0.0212,0.069,0.0053,0.0159,0.0,0.1353,0.0,0.0,0.008,0.008,0.0027,218058,217865,214286,210799,223549,276188,222577,0,215592,0,0,237752,216000,311810,96015,0.37,0.0767,0.31670000000000004,0.19510000000000002,0,8.7,OYO Hotels
2020,1,ID_BDG080,West Java 1,Bandung,Jatinangor,377,36196123.4,0.4403,0.2865,0.1751,0.0212,0.069,0.0053,0.0159,0.0,0.1353,0.0,0.0,0.008,0.008,0.0027,218058,217865,214286,210799,223549,276188,222577,0,215592,0,0,237752,216000,311810,96015,0.37,0.0767,0.31670000000000004,0.19510000000000002,0,8.7,OYO Hotels
2020,1,ID_BDG080,West Java 1,Bandung,Jatinangor,377,36196123.4,0.4403,0.2865,0.1751,0.0212,0.069,0.0053,0.0159,0.0,0.1353,0.0,0.0,0.008,0.008,0.0027,218058,217865,214286,210799,223549,276188,222577,0,215592,0,0,237752,216000,311810,96015,0.37,0.0767,0.31670000000000004,0.19510000000000002,0,9.1,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,9.7,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,7.2,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,6.0,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,6.5,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,6.0,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,9.4,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,5.7,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,6.0,OYO Hotels
2020,1,ID_BDG082,West Java 1,Bandung,Sumur Bandung,775,96383680.23,0.5677,0.3497,0.2555,0.0258,0.0516,0.0168,0.0,0.0,0.0684,0.0,0.1355,0.0077,0.0065,0.0,219070,227210,218544,283363,238505,238056,0,0,229955,0,189258,265049,233411,0,124375,0.1322,0.0249,0.21280000000000002,0.0934,0,6.0,OYO Hotels
2020,1,ID_BDG083,West Java 1,Bandung,Sumur Bandung,465,50175865.55,0.5462,0.2839,0.1613,0.0065,0.0796,0.0323,0.0022,0.0022,0.1548,0.0172,0.0839,0.0022,0.0043,0.0,197556,196611,201326,204254,171319,241746,113360,162134,204180,229900,184116,126480,189669,0,107912,0.2788,0.0402,0.24710000000000001,0.1506,0,8.5,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,5.5,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,6.5,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,9.1,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,8.5,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,9.4,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,9.1,OYO Hotels
2020,1,ID_BDG084,West Java 1,Bandung,Bandung Wetan,492,86859293.76,0.6768,0.4573,0.374,0.0183,0.0467,0.0163,0.0,0.002,0.0894,0.0671,0.0549,0.002,0.0,0.0061,260850,255868,258695,210598,259201,216193,0,383848,235501,272727,336309,250283,0,200000,176551,0.2399,0.0135,0.2157,0.0892,0,9.7,OYO Hotels
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.8,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.1,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.5,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,6.1,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.4,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,6.6,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.4,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.8,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,5.1,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,6.0,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.7,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.7,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.7,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,6.1,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,6.4,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.8,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.5,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,5.7,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,9.6,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,4.4,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.4,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,7.6,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,10.0,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,7.2,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,7.6,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,6.1,Collection O
2020,1,ID_BDG085,West Java 1,Bandung,Sukajadi,2790,606239847.7,0.7186,0.5968,0.333,0.0305,0.1993,0.0151,0.0172,0.0018,0.0817,0.0204,0.0183,0.0014,0.0,0.0,302380,297464,296911,304241,297285,303601,291450,311162,304391,324175,429742,299703,0,0,217302,0.1605,0.0184,0.7692,0.6145,0,8.8,Collection O
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,6.6,OYO Hotels
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,8.5,OYO Hotels
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,10.0,OYO Hotels
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,6.1,OYO Hotels
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,8.4,OYO Hotels
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,9.7,OYO Hotels
2020,1,ID_BDG086,West Java 1,Kabupaten Bandung Barat,Lembang,341,39865773.81,0.4868,0.3988,0.3314,0.0176,0.0147,0.0323,0.0029,0.0,0.0587,0.0293,0.0,0.0,0.0,0.0,240157,242466,233566,220707,247817,346521,207304,0,183935,321200,0,0,0,0,116909,0.3891,0.0073,0.3143,0.1593,0,7.2,OYO Hotels
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,8.5,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,9.4,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,5.9,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,9.1,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,6.1,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,8.5,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,8.5,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,9.7,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,8.5,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,6.0,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,8.5,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,9.1,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,4.8,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,9.2,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,8.0,Flagship
2020,1,ID_BDG087,West Java 1,Bandung,Sumur Bandung,930,98294906.64,0.5215,0.157,0.0785,0.0226,0.0215,0.0215,0.0011,0.0118,0.2731,0.0161,0.0656,0.0032,0.0065,0.0,202672,221150,223694,192400,239967,193479,169899,279912,182190,269142,226238,259088,186155,0,105695,0.3655,0.0571,-0.4138,-0.45039999999999997,0,6.0,Flagship
2020,1,ID_BDG089,West Java 1,Bandung,Coblong,2941,428684328.0,0.5332,0.356,0.2037,0.0405,0.067,0.0194,0.0139,0.0116,0.0826,0.0745,0.017,0.0014,0.0,0.0017,273371,282290,286532,244054,283475,285660,288468,321404,234390,259679,318100,262426,0,461530,145748,0.1891,0.0157,0.2122,0.08439999999999999,0,8.5,Capital O
