year,month,oyo_id,hub,city,cluster,SRNs,GMV,OCC,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,ARR,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,Revpar,Cancellations,No_Shows,GTR,NTR,MG_Loss
2020,1,ID_KTM003,East Java 2,Ponorogo,Ponorogo,558,########,52.51%,21.51%,12.01%,0.90%,6.09%,1.97%,0.00%,0.54%,3.94%,0.18%,25.99%,0.72%,0.18%,0.00%,"219,218","202,938","184,841","214,587","217,701","238,807",0,"288,845","208,549","173,746","233,771","189,921","460,000",0,"115,109",27.36%,1.69%,19.14%,11.94%,0
2020,1,ID_KTM004,East Java 2,Magetan,Magetan,341,########,19.94%,10.85%,2.35%,2.35%,5.28%,0.59%,0.00%,0.29%,1.76%,0.00%,7.33%,0.00%,0.00%,0.00%,"235,574","232,322","272,675","199,448","223,611","235,269",0,"323,398","262,366",0,"233,956",0,0,0,"46,977",49.66%,3.45%,23.11%,12.88%,0
2020,1,ID_KTM005,East Java 2,Magetan,Magetan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KTM006,East Java 2,Magetan,Magetan,217,"956,447",3.23%,1.84%,0.00%,1.84%,0.00%,0.00%,0.00%,0.00%,1.38%,0.00%,0.00%,0.00%,0.00%,0.00%,"136,635","130,112",0,"130,112",0,0,0,0,"145,333",0,0,0,0,0,"4,408",77.50%,5.00%,35.31%,26.03%,0
2020,1,ID_KTM007,East Java 2,Kabupaten Magetan,Kabupaten Magetan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KTN001,Bali Nusra,Bali,Petang,521,########,50.10%,35.32%,12.67%,9.40%,9.79%,1.54%,0.38%,1.54%,5.76%,0.00%,8.06%,0.58%,0.38%,0.00%,"224,685","207,939","217,022","201,753","208,722","206,884","155,291","180,112","213,881",0,"277,198","475,184","448,811",0,"112,558",24.86%,2.23%,24.73%,12.62%,0
2020,1,ID_KTN002,Bali Nusra,Bali,Tanah Lot,56,"2,000,257",25.00%,21.43%,3.57%,8.93%,5.36%,1.79%,1.79%,0.00%,3.57%,0.00%,0.00%,0.00%,0.00%,0.00%,"142,875","126,593","104,142","153,471","105,405","92,880","134,385",0,"240,570",0,0,0,0,0,"35,719",51.72%,0.00%,66.57%,53.17%,0
2020,1,ID_KTS001,North Sumatra,Toba Samosir,Muara,1833,########,44.95%,25.42%,9.93%,7.97%,4.26%,1.96%,0.82%,0.27%,12.11%,5.51%,1.36%,0.33%,0.11%,0.11%,"311,610","323,090","313,292","332,100","302,791","361,557","376,080","345,688","273,854","302,921","455,540","256,659","553,970","390,000","140,080",28.43%,7.40%,24.69%,13.82%,0
2020,1,ID_KTS002,North Sumatra,Toba Samosir,Muara,651,########,20.12%,12.60%,2.61%,3.38%,4.45%,0.92%,0.46%,0.77%,4.61%,0.46%,1.08%,0.15%,0.00%,1.23%,"321,443","336,565","287,705","362,161","393,520","237,578","326,729","184,414","274,956","300,000","432,552","234,079",0,"262,500","64,684",43.97%,5.06%,23.52%,11.47%,0
2020,1,ID_KTS003,North Sumatra,Toba Samosir,Balige,620,########,52.26%,41.94%,15.65%,10.00%,13.39%,1.61%,0.97%,0.32%,7.74%,0.00%,1.77%,0.32%,0.48%,0.00%,"258,361","254,013","257,435","252,467","254,239","229,483","247,455","268,896","247,704",0,"377,273","243,634","379,530",0,"135,015",32.94%,3.53%,26.22%,11.61%,0
2020,1,ID_KUB001,West Java 1,Kabupaten Bandung,Rancabali,155,########,45.16%,24.52%,6.45%,3.23%,6.45%,8.39%,0.00%,0.00%,10.97%,0.65%,6.45%,2.58%,0.00%,0.00%,"335,393","320,250","232,300","322,531","368,748","349,721",0,0,"321,625","198,000","457,400","267,090",0,0,"151,468",34.26%,0.93%,27.94%,18.38%,0
2020,1,ID_KUB002,West Java 1,Kabupaten Bandung,Rancabali,651,########,20.28%,8.76%,6.14%,2.15%,0.00%,0.46%,0.00%,0.00%,8.29%,0.00%,2.61%,0.61%,0.00%,0.00%,"243,283","252,151","232,051","315,846",0,"222,907",0,0,"243,421",0,"221,207","208,884",0,0,"49,329",32.24%,6.07%,34.05%,25.94%,0
2020,1,ID_KUB003,West Java 1,Kabupaten Bandung,Rancabali,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KUB004,West Java 1,Kabupaten Bandung,Rancabali,310,########,22.58%,7.42%,4.84%,1.29%,0.00%,1.29%,0.00%,0.00%,14.52%,0.00%,0.65%,0.00%,0.00%,0.00%,"161,302","173,602","147,299","167,679",0,"278,162",0,0,"154,406",0,"175,000",0,0,0,"36,423",50.33%,3.31%,42.73%,36.55%,0
2020,1,ID_KUB005,West Java 1,Bandung,Jatinangor,434,########,27.19%,12.67%,10.83%,1.61%,0.00%,0.23%,0.00%,0.00%,13.36%,0.00%,0.00%,0.92%,0.23%,0.00%,"115,837","107,889","109,294","102,272",0,"81,162",0,0,"120,005",0,0,"159,894","135,000",0,"31,495",56.99%,0.72%,48.06%,39.90%,0
2020,1,ID_KUB006,West Java 1,Kabupaten Bandung,Bojongsoang,248,"2,488,066",9.27%,2.02%,0.00%,0.00%,1.61%,0.40%,0.00%,0.00%,6.85%,0.00%,0.40%,0.00%,0.00%,0.00%,"108,177","119,724",0,0,"126,281","93,497",0,0,"102,320",0,"150,000",0,0,0,"10,033",41.30%,8.70%,52.90%,48.11%,0
2020,1,ID_KUB007,West Java 1,Bandung,Jatinangor,63,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.04%,8.96%,0.00%,0.00%,0
2020,1,ID_KUB008,West Java 1,Bandung,Cibiru,44,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.89%,30.11%,0.00%,0.00%,0
2020,1,ID_KUB009,West Java 1,Kabupaten Bandung,Pameungpeuk,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KUB010,West Java 1,Bandung,Jatinangor,240,"3,935,483",10.42%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.42%,0.00%,0.00%,0.00%,0.00%,10.00%,"157,419",0,0,0,0,0,0,0,"2,000,000",0,0,0,0,"80,645","16,398",42.55%,4.26%,17.07%,17.07%,0
2020,1,ID_KUB011,West Java 1,Kabupaten Bandung,Kabupaten Bandung,8,"3,500,000",12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,"3,500,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,500,000","437,500",0.00%,0.00%,39.64%,39.64%,0
2020,1,ID_KUB012,West Java 1,Kabupaten Bandung,Kabupaten Bandung,36,"810,000",11.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.78%,0.00%,8.33%,0.00%,0.00%,0.00%,"202,500",0,0,0,0,0,0,0,"180,000",0,"210,000",0,0,0,"22,500",44.44%,11.11%,35.71%,35.71%,0
2020,1,ID_KUB013,West Java 1,Kabupaten Bandung,Kabupaten Bandung,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KUB014,West Java 1,Kabupaten Bandung,Kabupaten Bandung,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KUB015,West Java 1,Kabupaten Bandung,Cileunyi,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KUD001,Central Java,Kudus,Ploso,620,########,69.68%,4.19%,2.58%,0.48%,0.97%,0.16%,0.00%,0.00%,9.03%,0.00%,0.97%,0.48%,0.00%,55.00%,"77,019","71,299","71,051","66,342","73,565","76,545",0,0,"80,447",0,"97,467","80,583",0,"76,501","53,665",11.65%,1.61%,10.44%,9.38%,0
2020,1,ID_KUD002,Central Java,Kudus,Ploso,167,########,174.85%,1.20%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,5.39%,0.00%,0.00%,0.60%,0.60%,167.07%,"52,470","114,727",0,"114,727",0,0,0,0,"102,793",0,0,"113,750","102,857","50,000","91,744",11.48%,0.30%,6.15%,5.89%,0
2020,1,ID_KUG001,Bali Nusra,Kupang,Kupang,592,"9,183,703",10.14%,7.94%,4.90%,1.69%,0.00%,0.00%,0.17%,1.18%,2.03%,0.00%,0.00%,0.00%,0.17%,0.00%,"153,062","153,510","144,971","178,809",0,0,"141,102","154,517","151,431",0,0,0,"151,556",0,"15,513",24.05%,0.00%,27.50%,13.24%,0
2020,1,ID_KUG002,Bali Nusra,Kupang,Kupang,356,"9,198,930",13.20%,9.83%,2.25%,1.69%,4.21%,0.00%,0.00%,1.69%,1.69%,0.00%,0.00%,0.00%,1.69%,0.00%,"195,722","195,062","183,431","186,732","188,798",0,0,"234,561","193,408",0,0,0,"201,885",0,"25,840",14.52%,9.68%,28.32%,14.25%,0
2020,1,ID_KUG003,Bali Nusra,Kupang,Kupang,1133,########,28.16%,20.04%,14.56%,0.71%,1.68%,1.24%,0.09%,1.77%,5.74%,0.00%,1.85%,0.53%,0.00%,0.00%,"133,344","131,418","125,535","156,142","163,819","130,164","138,324","139,815","131,292",0,"144,286","190,143",0,0,"37,543",11.78%,0.82%,27.15%,27.15%,0
2020,1,ID_KUG004,Bali Nusra,Kupang,Kupang,406,"6,901,352",10.84%,8.13%,3.20%,0.49%,2.22%,2.22%,0.00%,0.00%,0.99%,0.00%,0.74%,0.49%,0.49%,0.00%,"156,849","153,777","157,135","146,258","155,187","149,187",0,0,"151,604",0,"173,333","181,023","169,123",0,"16,998",16.67%,1.85%,27.28%,13.82%,0
2020,1,ID_KUG005,Bali Nusra,Kupang,Kupang,188,########,44.15%,32.98%,21.81%,2.66%,6.38%,1.60%,0.00%,0.53%,5.85%,1.06%,3.72%,0.00%,0.53%,0.00%,"196,558","186,473","191,244","171,935","181,199","175,099",0,"160,971","210,735","150,000","275,000",0,"209,891",0,"86,778",11.88%,5.94%,29.97%,16.71%,0
2020,1,ID_KUG006,Bali Nusra,Kupang,Kupang,461,########,66.38%,48.59%,37.53%,0.65%,6.94%,2.60%,0.87%,0.00%,9.11%,1.52%,6.51%,0.43%,0.22%,0.00%,"116,992","112,466","110,921","100,999","119,385","110,208","139,350",0,"101,916","103,794","176,372","103,794","101,164",0,"77,656",15.38%,0.55%,5.96%,-7.27%,0
2020,1,ID_KUG007,Bali Nusra,Kupang,Kupang,690,########,58.99%,4.78%,2.03%,1.01%,0.43%,1.16%,0.14%,0.00%,3.77%,50.00%,0.43%,0.00%,0.00%,0.00%,"110,546","165,222","168,212","163,829","149,420","164,293","187,934",0,"173,001","100,000","180,667",0,0,0,"65,206",1.69%,0.00%,28.38%,26.17%,0
2020,1,ID_KUG008,Bali Nusra,Kupang,Kupang,1023,########,19.84%,15.54%,12.61%,2.35%,0.00%,0.00%,0.29%,0.29%,2.54%,0.00%,1.66%,0.10%,0.00%,0.00%,"161,367","155,088","157,575","134,877",0,0,"192,645","172,270","159,700",0,"221,759","176,383",0,0,"32,021",9.05%,3.45%,31.20%,17.18%,0
2020,1,ID_KUG009,Bali Nusra,Kupang,Kupang,775,########,42.06%,33.16%,22.32%,2.97%,5.16%,0.00%,0.13%,2.58%,5.68%,2.84%,0.26%,0.00%,0.13%,0.00%,"213,401","205,571","197,475","213,659","230,900",0,"235,757","214,135","209,614","309,091","240,000",0,"234,156",0,"89,766",12.92%,2.84%,34.02%,19.92%,0
2020,1,ID_KUG010,Bali Nusra,Kupang,Kupang,465,########,53.76%,3.66%,0.86%,0.43%,2.37%,0.00%,0.00%,0.00%,0.65%,49.25%,0.22%,0.00%,0.00%,0.00%,"63,622","105,919","124,553","85,578","102,841",0,0,0,"110,078","59,134","233,000",0,0,0,"34,205",3.09%,0.39%,42.46%,40.10%,0
2020,1,ID_KUG011,Bali Nusra,Kupang,Kupang,246,########,45.93%,12.60%,10.16%,2.44%,0.00%,0.00%,0.00%,0.00%,26.02%,0.00%,6.50%,0.41%,0.41%,0.00%,"118,633","108,192","106,966","113,298",0,0,0,0,"115,184",0,"152,781","130,200","105,109",0,"54,494",18.67%,6.00%,28.09%,23.44%,0
2020,1,ID_KUG012,Bali Nusra,Kupang,Kupang,33,"135,640",3.03%,3.03%,3.03%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"135,640","135,640","135,640",0,0,0,0,0,0,0,0,0,0,0,"4,110",85.71%,0.00%,31.20%,12.80%,0
2020,1,ID_KUG013,Bali Nusra,Kupang,Kupang,682,"7,438,854",10.70%,4.40%,2.64%,1.32%,0.00%,0.44%,0.00%,0.00%,0.44%,0.00%,5.87%,0.00%,0.00%,0.00%,"101,902","91,942","94,133","87,840",0,"91,096",0,0,"81,701",0,"110,888",0,0,0,"10,907",28.30%,2.83%,22.41%,15.38%,0
2020,1,ID_KUG014,Bali Nusra,Kupang,Kupang,2176,########,25.74%,3.08%,1.15%,0.87%,0.64%,0.41%,0.00%,0.00%,1.01%,0.00%,21.51%,0.14%,0.00%,0.00%,"251,528","132,378","131,941","117,112","152,257","134,898",0,0,"138,745",0,"274,341","180,833",0,0,"64,732",18.91%,0.86%,30.69%,29.56%,0
2020,1,ID_KUG015,Bali Nusra,Kupang,Kupang,28,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KWG001,West Java 2,Karawang,Karawang,481,########,17.67%,11.23%,6.03%,0.42%,4.37%,0.42%,0.00%,0.00%,5.41%,0.00%,0.42%,0.62%,0.00%,0.00%,"140,906","142,437","127,255","124,425","159,699","199,333",0,0,"140,496",0,"149,700","111,030",0,0,"24,900",28.00%,15.33%,39.89%,27.80%,0
2020,1,ID_KWO001,East Java 3,Wonosobo,Wonosobo,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_KWO002,East Java 3,Wonosobo,Kejajar,682,########,22.43%,15.25%,9.82%,5.43%,0.00%,0.00%,0.00%,0.00%,4.84%,0.00%,2.05%,0.15%,0.15%,0.00%,"236,192","240,942","236,916","248,234",0,0,0,0,"212,521",0,"266,293","166,666","171,429",0,"52,987",44.19%,6.45%,41.12%,27.68%,0
2020,1,ID_KWO003,East Java 3,Wonosobo,Mojotengah,341,"7,833,897",17.60%,11.44%,7.33%,0.88%,2.93%,0.29%,0.00%,0.00%,3.52%,0.00%,2.64%,0.00%,0.00%,0.00%,"130,565","123,642","131,133","75,571","117,467","142,332",0,0,"117,858",0,"177,508",0,0,0,"22,973",41.51%,1.89%,33.44%,21.28%,0
2020,1,ID_KWO004,East Java 3,Wonosobo,Wonosobo,217,########,58.53%,13.82%,4.61%,4.15%,5.07%,0.00%,0.00%,0.00%,6.91%,0.00%,0.00%,2.76%,0.00%,35.02%,"206,470","135,933","121,408","146,554","140,447",0,0,0,"131,310",0,0,"154,013",0,"253,289","120,837",23.81%,8.99%,9.84%,6.88%,0
2020,1,ID_KWO005,East Java 3,Wonosobo,Wonosobo,232,"5,093,974",17.24%,3.88%,0.00%,0.43%,2.59%,0.86%,0.00%,0.00%,8.19%,0.00%,4.74%,0.43%,0.00%,0.00%,"127,349","87,015",0,"104,948","90,577","67,363",0,0,"118,791",0,"179,636","77,818",0,0,"21,957",44.58%,7.23%,30.82%,28.04%,0
2020,1,ID_KWO006,East Java 3,Wonosobo,Garung,186,########,24.19%,1.08%,0.00%,0.00%,0.00%,1.08%,0.00%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,21.51%,"394,961","298,505",0,0,0,"298,505",0,0,"258,750",0,0,0,0,"410,000","95,555",9.68%,17.74%,5.10%,4.59%,0
2020,1,ID_KWO007,East Java 3,Wonosobo,Wonosobo,620,########,22.74%,0.81%,0.00%,0.16%,0.65%,0.00%,0.00%,0.00%,0.32%,0.00%,0.00%,0.00%,0.00%,21.61%,"160,894","116,887",0,"78,077","126,589",0,0,0,"125,820",0,0,0,0,"163,060","36,590",20.65%,2.72%,5.06%,4.63%,0
2020,1,ID_LBK001,Bali Nusra,Lombok,Mataram,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,-inf,-inf,0
2020,1,ID_LBK002,Bali Nusra,Lombok,Senggigi,364,########,50.00%,27.75%,3.57%,8.24%,11.54%,1.65%,1.92%,0.00%,20.60%,0.82%,0.00%,0.27%,0.55%,0.00%,"160,527","159,729","205,238","149,789","157,132","150,054","154,267",0,"161,845","148,369",0,"176,809","161,500",0,"80,264",28.73%,3.36%,24.20%,13.95%,0
2020,1,ID_LBK003,Bali Nusra,Lombok,Senggigi,314,########,61.15%,44.59%,11.46%,24.84%,7.01%,1.27%,0.00%,0.00%,15.29%,0.00%,1.27%,0.00%,0.00%,0.00%,"194,620","193,393","193,827","180,125","233,618","226,984",0,0,"192,691",0,"260,684",0,0,0,"119,003",37.89%,2.48%,23.61%,10.64%,0
2020,1,ID_LBK004,Bali Nusra,Lombok,Mataram,496,########,54.03%,47.78%,0.20%,37.50%,3.43%,0.00%,0.00%,4.03%,0.00%,3.83%,1.61%,0.81%,0.00%,0.00%,"319,869","325,691","199,324","306,244","405,092",0,0,"472,862",0,"270,842","270,000","307,523",0,0,"172,832",36.91%,3.13%,24.88%,8.11%,0
2020,1,ID_LBK005,Bali Nusra,Gili Indah,Gili Air,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_LBK006,Bali Nusra,Gili Indah,Gili Air,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_LBK007,Bali Nusra,Gili Indah,Gili Trawangan,186,########,44.09%,32.26%,0.54%,31.18%,0.54%,0.00%,0.00%,0.00%,0.00%,4.84%,6.99%,0.00%,0.00%,0.00%,"233,800","252,183","188,135","244,281","774,583",0,0,0,0,"176,984","188,286",0,0,0,"103,073",26.56%,9.38%,24.69%,11.16%,0
2020,1,ID_LBK008,Bali Nusra,Gili Indah,Gili Air,1455,########,32.23%,26.67%,14.71%,6.46%,2.27%,0.96%,1.72%,0.55%,2.34%,2.06%,0.27%,0.21%,0.69%,0.00%,"185,601","184,004","175,733","200,614","176,295","155,951","190,165","271,699","176,977","197,751","324,275","224,375","173,337",0,"59,826",19.80%,0.85%,23.89%,8.79%,0
2020,1,ID_LBK009,Bali Nusra,Lombok,Kuta Lombok,310,########,17.10%,14.52%,3.55%,8.39%,0.00%,0.65%,0.00%,1.29%,0.00%,0.00%,0.00%,0.00%,2.58%,0.00%,"442,936","377,235","370,380","381,541",0,"312,889",0,"369,590",0,0,0,0,"812,500",0,"75,728",52.25%,0.00%,27.50%,14.62%,0
2020,1,ID_LBK010,Bali Nusra,Lombok,Kuta Lombok,434,########,13.13%,13.13%,2.07%,3.92%,5.99%,0.00%,0.00%,1.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"348,592","348,592","367,836","301,483","373,724",0,0,"343,435",0,0,0,0,0,0,"45,783",62.00%,0.00%,27.50%,7.81%,0
2020,1,ID_LBK011,Bali Nusra,Lombok,Mataram,263,########,61.22%,44.87%,18.63%,14.83%,7.60%,3.04%,0.38%,0.38%,7.22%,0.00%,9.13%,0.00%,0.00%,0.00%,"189,877","186,895","159,296","233,172","168,774","178,402","186,893","164,769","165,708",0,"223,675",0,0,0,"116,237",31.58%,3.24%,24.02%,11.05%,0
2020,1,ID_LBK012,Bali Nusra,Lombok,Mataram,1302,########,16.74%,2.30%,1.84%,0.00%,0.23%,0.23%,0.00%,0.00%,0.31%,0.00%,0.15%,0.00%,0.00%,13.98%,"99,761","156,822","156,473",0,"164,667","151,765",0,0,"162,538",0,"167,000",0,0,"88,237","16,703",10.98%,3.53%,6.89%,2.80%,0
2020,1,ID_LBK013,Bali Nusra,Lombok,Mataram,660,########,45.15%,36.52%,23.64%,6.36%,3.79%,1.82%,0.30%,0.30%,8.64%,0.00%,0.00%,0.00%,0.00%,0.00%,"159,863","160,683","160,855","154,024","170,810","158,893","175,810","175,569","156,393",0,0,0,0,0,"72,180",31.08%,1.80%,57.66%,42.43%,0
2020,1,ID_LBK014,Bali Nusra,Lombok,Senggigi,127,"1,519,136",8.66%,8.66%,0.00%,7.87%,0.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"138,103","138,103",0,"138,330","135,837",0,0,0,0,0,0,0,0,0,"11,962",70.21%,6.38%,27.58%,10.18%,0
2020,1,ID_LBK015,Bali Nusra,Lombok,Mataram,310,########,35.81%,35.81%,1.29%,24.84%,6.77%,1.29%,0.00%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"333,044","333,044","238,218","347,054","251,249","304,970",0,"635,493",0,0,0,0,0,0,"119,251",47.20%,0.93%,25.11%,7.65%,0
2020,1,ID_LBK016,Bali Nusra,Lombok,Senggigi,310,########,38.39%,33.23%,1.29%,26.77%,1.29%,0.00%,0.00%,3.87%,0.65%,0.00%,2.58%,0.00%,0.32%,1.61%,"235,297","229,567","284,907","219,294","208,896",0,0,"289,062","173,514",0,"221,250",0,"212,962","405,000","90,324",32.32%,7.58%,26.20%,11.31%,0
2020,1,ID_LBK017,Bali Nusra,Lombok,Kuta Lombok,432,########,89.35%,76.62%,8.33%,54.86%,7.87%,0.00%,0.00%,5.56%,0.69%,0.00%,12.04%,0.00%,0.00%,0.00%,"329,907","331,240","340,279","330,545","323,452",0,0,"335,580","324,425",0,"321,735",0,0,0,"294,778",20.80%,2.00%,30.82%,15.77%,0
2020,1,ID_LBK018,Bali Nusra,Lombok,Senggigi,465,########,24.52%,15.70%,9.46%,2.80%,2.80%,0.43%,0.22%,0.00%,7.74%,0.00%,0.00%,0.00%,1.08%,0.00%,"136,329","131,896","128,797","135,930","141,667","128,863","94,832",0,"143,492",0,0,0,"149,483",0,"33,423",25.58%,8.14%,87.04%,75.36%,0
2020,1,ID_LBK019,Bali Nusra,Gili Indah,Gili Trawangan,186,"6,146,215",11.29%,11.29%,0.54%,10.22%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"292,677","292,677","222,104","296,432",0,"291,907",0,0,0,0,0,0,0,0,"33,044",22.22%,31.11%,23.12%,6.13%,0
2020,1,ID_LBK020,Bali Nusra,Gili Indah,Gili Trawangan,186,"693,402",1.08%,1.08%,0.00%,0.54%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"346,701","346,701",0,"432,102","261,300",0,0,0,0,0,0,0,0,0,"3,728",90.91%,0.00%,23.31%,4.63%,0
2020,1,ID_LBK021,Bali Nusra,Gili Indah,Gili Trawangan,310,"6,972,159",4.84%,4.84%,0.00%,2.26%,0.65%,0.00%,0.00%,1.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"464,811","464,811",0,"457,331","265,876",0,0,"539,848",0,0,0,0,0,0,"22,491",42.31%,0.00%,23.11%,5.38%,0
2020,1,ID_LBK022,Bali Nusra,Lombok,Mataram,185,"8,983,796",30.27%,13.51%,7.57%,3.24%,2.70%,0.00%,0.00%,0.00%,6.49%,0.00%,10.27%,0.00%,0.00%,0.00%,"160,425","141,352","137,308","151,769","140,173",0,0,0,"134,147",0,"202,118",0,0,0,"48,561",12.86%,7.14%,20.44%,13.11%,0
2020,1,ID_LBK023,Bali Nusra,Lombok,Kuta Lombok,186,"5,289,740",19.89%,13.98%,3.23%,6.45%,2.15%,0.00%,0.00%,2.15%,5.91%,0.00%,0.00%,0.00%,0.00%,0.00%,"142,966","144,431","145,885","139,937","159,400",0,0,"140,760","139,504",0,0,0,0,0,"28,439",20.83%,2.08%,39.62%,28.11%,0
2020,1,ID_LBK024,Bali Nusra,Lombok,Kuta Lombok,310,"959,227",1.61%,1.61%,0.32%,1.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"191,845","191,845","181,115","194,528",0,0,0,0,0,0,0,0,0,0,"3,094",44.44%,0.00%,38.74%,21.25%,0
2020,1,ID_LBK025,Bali Nusra,Lombok,Senggigi,186,"844,680",3.23%,2.69%,1.61%,0.00%,1.08%,0.00%,0.00%,0.00%,0.54%,0.00%,0.00%,0.00%,0.00%,0.00%,"140,780","138,609","130,630",0,"150,579",0,0,0,"151,633",0,0,0,0,0,"4,541",33.33%,0.00%,33.77%,18.12%,0
2020,1,ID_LBK026,Bali Nusra,Lombok,Mataram,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_LBK027,Bali Nusra,Lombok,Kuta Lombok,248,"3,019,565",10.48%,9.27%,2.82%,3.23%,0.81%,2.42%,0.00%,0.00%,1.21%,0.00%,0.00%,0.00%,0.00%,0.00%,"116,137","116,938","108,288","106,924","156,035","127,348",0,0,"110,000",0,0,0,0,0,"12,176",50.56%,20.22%,103.80%,87.92%,0
