year,month,oyo_id,hub,city,cluster,SRNs,GMV,OCC,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,ARR,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,Revpar,Cancellations,No_Shows,GTR,NTR,MG_Loss
2020,1,ID_CJR012,West Java 2,Cianjur,Cianjur,217,"607,643",3.69%,0.46%,0.00%,0.00%,0.00%,0.46%,0.00%,0.00%,3.23%,0.00%,0.00%,0.00%,0.00%,0.00%,"75,955","53,321",0,0,0,"53,321",0,0,"79,189",0,0,0,0,0,"2,800",42.42%,33.33%,64.30%,62.98%,0
2020,1,ID_CJR013,West Java 2,Cianjur,Cianjur,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_CJR014,West Java 2,Cianjur,Cianjur,19,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_CJR015,West Java 2,Cianjur,Cianjur,27,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_CLK001,Bali Nusra,Lombok,Selong Belanak,186,########,14.52%,14.52%,0.00%,11.83%,1.61%,0.00%,0.00%,1.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"438,742","438,742",0,"463,495","337,100",0,0,"318,919",0,0,0,0,0,0,"63,688",56.06%,3.03%,30.24%,12.96%,0
2020,1,ID_CLK002,Bali Nusra,Lombok,Kuta Lombok,341,"6,592,590",11.73%,11.73%,2.93%,4.40%,3.52%,0.00%,0.00%,0.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"164,815","164,815","174,178","151,693","167,963",0,0,"186,623",0,0,0,0,0,0,"19,333",0.00%,0.00%,40.44%,21.74%,0
2020,1,ID_CLK003,Bali Nusra,Lombok,Kuta Lombok,278,########,37.05%,34.89%,2.52%,20.50%,9.35%,2.52%,0.00%,0.00%,1.80%,0.00%,0.00%,0.00%,0.36%,0.00%,"181,734","181,106","167,477","176,849","190,838","193,257",0,0,"190,260",0,0,0,"200,000",0,"67,333",6.36%,0.00%,33.00%,16.60%,0
2020,1,ID_CLK004,Bali Nusra,Lombok,Kuta Lombok,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_CLK005,Bali Nusra,Lombok,Selong Belanak,248,########,24.60%,24.60%,0.00%,14.11%,10.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,"225,423","225,423",0,"214,755","239,784",0,0,0,0,0,0,0,0,0,"55,447",37.76%,0.00%,29.69%,11.79%,0
2020,1,ID_CLK006,Bali Nusra,Lombok,Kuta Lombok,671,"3,117,243",2.68%,2.38%,0.45%,0.89%,0.60%,0.45%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,"173,180","173,265","180,050","154,837","151,926","231,789",0,0,"172,500",0,0,0,0,0,"4,646",41.18%,5.88%,41.19%,24.11%,0
2020,1,ID_CLK007,Bali Nusra,Lombok,Kuta Lombok,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_CLK008,Bali Nusra,Lombok,Kuta Lombok,403,########,36.72%,36.23%,0.74%,24.32%,11.17%,0.00%,0.00%,0.00%,0.25%,0.00%,0.25%,0.00%,0.00%,0.00%,"190,084","189,468","196,560","187,635","192,989",0,0,0,"200,000",0,"270,000",0,0,0,"69,807",9.76%,0.00%,47.62%,29.35%,0
2020,1,ID_CMI001,West Java 1,Cimahi,Cimahi Selatan,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_CMI002,West Java 1,Bandung,Andir,589,########,35.82%,22.07%,3.06%,1.70%,14.94%,0.85%,1.53%,0.00%,10.02%,0.00%,1.19%,2.55%,0.00%,0.00%,"181,034","176,185","203,980","154,245","169,670","176,920","208,271",0,"178,155",0,"195,000","227,872",0,0,"64,853",35.00%,6.39%,30.42%,18.92%,0
2020,1,ID_CMI003,West Java 1,Bandung,Andir,1710,########,31.64%,16.08%,9.71%,1.40%,3.39%,0.00%,1.58%,0.00%,1.70%,1.11%,11.70%,0.12%,0.94%,0.00%,"248,836","227,161","221,648","223,894","217,114",0,"285,543",0,"206,295","150,000","293,283","221,379","263,679",0,"78,725",14.18%,3.35%,39.82%,31.27%,0
2020,1,ID_CPU001,Central Java,Blora,Cepu,1178,########,3.65%,3.23%,3.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.34%,0.00%,0.00%,0.00%,0.08%,0.00%,"248,507","242,306","242,306",0,0,0,0,0,"294,538",0,0,0,"300,000",0,"9,071",22.95%,6.56%,24.75%,8.41%,0
2020,1,ID_CPU002,Central Java,Blora,Cepu,930,########,5.91%,4.73%,4.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.86%,0.22%,0.00%,0.00%,0.11%,0.00%,"301,716","291,847","291,847",0,0,0,0,0,"353,169","300,000",0,0,"327,750",0,"17,843",13.85%,1.54%,24.76%,10.07%,0
2020,1,ID_DMI001,Central Sumatra,Dumai,Dumai,620,########,11.61%,9.52%,5.97%,2.58%,0.00%,0.00%,0.97%,0.00%,2.10%,0.00%,0.00%,0.00%,0.00%,0.00%,"152,758","151,595","141,856","155,567",0,0,"201,058",0,"158,034",0,0,0,0,0,"17,740",45.12%,10.98%,23.88%,9.10%,0
2020,1,ID_DMI002,Central Sumatra,Dumai,Dumai,294,########,63.95%,27.21%,15.65%,4.42%,0.00%,3.40%,3.74%,0.00%,5.78%,0.00%,30.95%,0.00%,0.00%,0.00%,"315,277","195,059","169,717","166,784",0,"163,610","363,038",0,"176,068",0,"446,969",0,0,0,"201,606",15.72%,2.18%,12.96%,8.22%,0
2020,1,ID_DMI003,Central Sumatra,Dumai,Dumai,775,########,6.71%,2.06%,1.03%,0.26%,0.77%,0.00%,0.00%,0.00%,1.42%,0.00%,2.19%,0.13%,0.00%,0.90%,"282,366","172,892","175,297","140,546","180,468",0,0,0,"104,233",0,"554,118","160,166",0,"170,000","18,946",8.96%,13.43%,35.97%,32.36%,0
2020,1,ID_DMI004,Central Sumatra,Dumai,Dumai,620,"6,508,395",7.26%,5.32%,3.87%,0.16%,1.29%,0.00%,0.00%,0.00%,1.29%,0.00%,0.65%,0.00%,0.00%,0.00%,"144,631","145,393","132,198","138,228","185,874",0,0,0,"128,790",0,"170,025",0,0,0,"10,497",36.71%,6.33%,38.33%,24.36%,0
2020,1,ID_DMI005,Central Sumatra,Dumai,Dumai,713,"2,612,333",4.35%,2.38%,2.10%,0.28%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.14%,0.14%,0.00%,0.00%,"84,269","79,571","81,252","66,967",0,0,0,0,"87,495",0,"132,180","77,500",0,0,"3,664",26.47%,27.94%,46.32%,36.51%,0
2020,1,ID_DMI006,Central Sumatra,Dumai,Dumai,33,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DMI007,Central Sumatra,Dumai,Dumai,58,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DPK001,Bogor,Depok,Cinere,992,########,67.14%,18.85%,10.79%,2.02%,3.63%,1.31%,1.11%,0.00%,17.14%,29.44%,0.81%,0.81%,0.10%,0.00%,"182,544","183,457","185,144","167,445","193,430","191,679","153,804",0,"182,010","179,148","251,250","228,939","173,332",0,"122,555",35.23%,0.67%,30.00%,24.65%,0
2020,1,ID_DPK002,Bogor,Depok,Beji,196,"7,434,366",17.86%,2.55%,0.51%,0.00%,2.04%,0.00%,0.00%,0.00%,14.29%,0.00%,0.00%,1.02%,0.00%,0.00%,"212,410","193,016","277,962",0,"171,780",0,0,0,"212,839",0,0,"254,900",0,0,"37,930",54.65%,4.65%,31.49%,28.64%,0
2020,1,ID_DPK003,Bogor,Depok,Beji,487,########,60.78%,23.00%,6.98%,3.70%,11.09%,1.23%,0.00%,0.00%,36.34%,0.00%,0.00%,0.82%,0.62%,0.00%,"156,238","157,986","157,563","150,360","160,889","157,130",0,0,"155,187",0,0,"157,270","151,643",0,"94,962",49.15%,0.51%,39.01%,31.65%,0
2020,1,ID_DPK004,Bogor,Depok,Cinere,417,"577,657",1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.20%,0.00%,0.00%,0.00%,0.00%,0.00%,"115,531",0,0,0,0,0,0,0,"115,531",0,0,0,0,0,"1,385",85.29%,0.00%,58.17%,58.17%,0
2020,1,ID_DPK005,Bogor,Depok,Beji,242,########,48.76%,26.45%,5.37%,3.72%,14.05%,2.07%,1.24%,0.00%,21.49%,0.00%,0.00%,0.00%,0.83%,0.00%,"149,863","152,118","158,372","125,640","154,058","151,318","183,805",0,"146,889",0,0,0,"155,059",0,"73,074",50.80%,11.50%,34.98%,24.32%,0
2020,1,ID_DPK006,Bogor,Depok,Pondok Petir,9,"683,713",44.44%,22.22%,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,"170,928","199,357","199,357",0,0,0,0,0,"142,500",0,0,0,0,0,"75,968",85.42%,6.25%,71.98%,55.67%,0
2020,1,ID_DPK007,Bogor,Depok,Grogol Depok,310,########,76.13%,29.03%,14.52%,1.29%,10.65%,2.58%,0.00%,0.00%,46.45%,0.00%,0.00%,0.65%,0.00%,0.00%,"171,617","164,588","158,772","166,022","173,245","160,878",0,0,"176,215",0,0,"156,899",0,0,"130,651",43.88%,3.56%,32.03%,28.11%,0
2020,1,ID_DPK008,Bogor,Depok,Pondok Petir,50,"1,215,718",26.00%,4.00%,2.00%,2.00%,0.00%,0.00%,0.00%,0.00%,20.00%,0.00%,0.00%,2.00%,0.00%,0.00%,"93,517","113,399","74,177","152,620",0,0,0,0,"91,088",0,0,"78,038",0,0,"24,314",75.27%,10.75%,81.74%,78.45%,0
2020,1,ID_DPK009,Bogor,Depok,Beji,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DPK010,Bogor,Depok,Beji,136,"1,550,000",0.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.74%,0.00%,0.00%,0.00%,0.00%,0.00%,"1,550,000",0,0,0,0,0,0,0,"1,550,000",0,0,0,0,0,"11,397",74.19%,22.58%,58.01%,58.01%,0
2020,1,ID_DPK011,Bogor,Depok,Mekarjaya,236,"226,886",0.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.85%,0.00%,0.00%,0.00%,0.00%,0.00%,"113,443",0,0,0,0,0,0,0,"113,443",0,0,0,0,0,961,98.61%,1.04%,445.31%,445.31%,0
2020,1,ID_DPK012,Bogor,Depok,Bedahan,86,"4,043,679",40.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,39.53%,0.00%,0.00%,1.16%,0.00%,0.00%,"115,534",0,0,0,0,0,0,0,"115,494",0,0,"116,871",0,0,"47,020",77.11%,5.47%,89.18%,88.16%,0
2020,1,ID_DPK013,Bogor,Depok,Cinere,51,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.00%,4.00%,0.00%,0.00%,0
2020,1,ID_DPK014,Yogyakarta,Sleman,Depok,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DPK015,Yogyakarta,Sleman,Depok,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DPK016,Yogyakarta,Sleman,Depok,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DRI001,Central Sumatra,Duri,Duri,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_DRI002,Central Sumatra,Duri,Duri,424,########,28.77%,21.70%,15.09%,6.60%,0.00%,0.00%,0.00%,0.00%,6.13%,0.00%,0.00%,0.71%,0.24%,0.00%,"133,051","132,205","131,586","133,618",0,0,0,0,"135,048",0,0,"145,565","121,500",0,"38,284",30.11%,4.30%,42.39%,28.62%,0
2020,1,ID_DRI003,Central Sumatra,Duri,Duri,558,########,28.85%,1.25%,1.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.72%,0.00%,0.00%,0.00%,0.00%,26.88%,"83,432","186,459","186,459",0,0,0,0,0,"142,500",0,0,0,0,"77,049","24,073",15.65%,22.90%,14.56%,12.74%,0
2020,1,ID_DRI004,Central Sumatra,Duri,Duri,1092,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.42%,31.58%,0.00%,-inf,0
2020,1,ID_DRI005,Central Sumatra,Duri,Duri,357,########,28.29%,5.88%,0.00%,4.76%,0.00%,1.12%,0.00%,0.00%,4.76%,0.00%,0.28%,0.00%,0.00%,17.37%,"99,973","146,463",0,"145,092",0,"152,291",0,0,"143,029",0,"250,000",0,0,"70,000","28,284",14.52%,4.03%,34.75%,29.69%,0
2020,1,ID_DRI006,Central Sumatra,Duri,Duri,720,"319,120",0.42%,0.14%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,"106,373","42,120",0,"42,120",0,0,0,0,"138,500",0,0,0,0,0,443,62.50%,25.00%,41.04%,38.83%,0
2020,1,ID_DSG001,North Sumatra,Deli Serdang,Batang Kuis,4110,########,40.54%,10.56%,6.37%,0.88%,1.46%,1.22%,0.32%,0.32%,2.97%,14.96%,11.80%,0.00%,0.00%,0.24%,"240,579","212,145","200,408","219,633","254,324","208,950","235,964","221,743","202,795","244,625","270,205",0,0,"250,000","97,520",7.36%,1.15%,-20.53%,-24.94%,########
2020,1,ID_DSG002,North Sumatra,Deli Serdang,Batang Kuis,775,########,36.90%,8.65%,8.00%,0.39%,0.00%,0.26%,0.00%,0.00%,20.65%,0.00%,7.35%,0.26%,0.00%,0.00%,"154,770","141,174","141,742","130,267",0,"139,948",0,0,"146,073",0,"194,719","167,500",0,0,"57,115",23.51%,2.58%,29.02%,25.00%,0
2020,1,ID_DSG003,North Sumatra,Deli Serdang,Batang Kuis,310,########,84.19%,9.03%,3.55%,0.97%,1.61%,2.90%,0.00%,0.00%,47.74%,0.00%,26.77%,0.65%,0.00%,0.00%,"157,876","157,007","166,257","147,706","170,870","141,101",0,0,"142,159",0,"186,211","157,250",0,0,"132,922",29.06%,2.62%,31.72%,30.60%,0
2020,1,ID_DSG004,North Sumatra,Deli Serdang,Lubuk Pakam,558,"9,192,671",27.24%,1.61%,0.00%,1.61%,0.00%,0.00%,0.00%,0.00%,8.60%,0.00%,0.72%,0.00%,0.18%,16.13%,"60,478","89,632",0,"89,632",0,0,0,0,"93,798",0,"167,076",0,"100,000","34,615","16,474",24.26%,0.50%,35.07%,33.57%,0
2020,1,ID_ENG001,East Java 2,Trenggalek,Trenggalek,465,"3,827,026",6.88%,5.16%,4.73%,0.22%,0.00%,0.22%,0.00%,0.00%,1.51%,0.00%,0.00%,0.00%,0.22%,0.00%,"119,595","117,251","117,497","142,222",0,"86,869",0,0,"123,286",0,0,0,"150,000",0,"8,230",55.21%,11.46%,36.59%,22.79%,0
2020,1,ID_ENG002,East Java 2,Trenggalek,Trenggalek,29,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_ENG003,East Java 2,Trenggalek,Trenggalek,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_GROB001,Central Java,Pati,Sukolilo,1209,########,32.92%,16.79%,10.59%,1.49%,3.31%,0.58%,0.83%,0.00%,14.23%,0.00%,1.08%,0.66%,0.17%,0.00%,"119,910","118,200","112,963","107,594","137,785","122,675","122,861",0,"120,767",0,"132,538","128,291","104,022",0,"39,474",18.52%,3.90%,28.74%,19.16%,0
2020,1,ID_GROB002,Central Java,Semarang,Mijen,465,"8,497,742",44.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,44.95%,0.00%,0.00%,0.00%,0.00%,"40,659",0,0,0,0,0,0,0,0,"40,659",0,0,0,0,"18,275",5.41%,0.45%,29.99%,29.99%,0
2020,1,ID_GROB003,Central Java,Pati,Sukolilo,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_GRT001,West Java 1,Kabupaten Bandung,Kertasari,1078,########,45.36%,27.64%,12.15%,3.15%,7.61%,2.04%,2.41%,0.28%,12.43%,3.43%,0.65%,1.21%,0.00%,0.00%,"336,971","315,922","304,315","356,208","328,285","328,078","278,929","259,763","341,362","428,149","392,286","484,910",0,0,"152,856",45.32%,2.05%,27.77%,17.18%,0
2020,1,ID_GRT002,West Java 1,Kabupaten Bandung,Kertasari,186,########,38.17%,23.66%,8.60%,3.23%,6.99%,2.69%,1.61%,0.54%,4.84%,0.00%,9.14%,0.54%,0.00%,0.00%,"281,508","261,680","203,755","356,788","358,590","181,464","132,818","145,677","212,746",0,"371,772","238,319",0,0,"107,457",42.96%,7.04%,25.69%,15.12%,0
2020,1,ID_GRT003,West Java 2,Garut,Garut Selatan,403,########,62.03%,30.52%,8.93%,2.48%,12.16%,1.49%,4.47%,0.99%,9.68%,0.25%,20.60%,0.00%,0.99%,0.00%,"205,591","211,950","232,032","198,589","213,564","220,134","178,220","184,363","194,329","171,000","199,217",0,"260,735",0,"127,538",23.94%,0.30%,21.03%,11.45%,0
2020,1,ID_GRT004,West Java 2,Garut,Garut Selatan,527,########,52.18%,44.21%,17.27%,14.04%,10.25%,1.33%,1.33%,0.00%,7.02%,0.57%,0.00%,0.00%,0.00%,0.38%,"275,154","271,529","250,789","300,582","268,673","229,412","298,149",0,"283,239","250,000",0,0,0,"585,691","143,581",27.46%,1.30%,41.79%,26.15%,0
2020,1,ID_GRT005,West Java 2,Garut,Garut Kota,185,########,65.95%,55.68%,31.35%,7.03%,8.11%,2.16%,6.49%,0.54%,9.19%,0.54%,0.54%,0.00%,0.00%,0.00%,"186,358","190,144","176,447","202,551","215,389","230,029","194,457","233,344","155,930","250,000","250,000",0,0,0,"122,896",34.57%,0.53%,43.51%,27.43%,0
2020,1,ID_GRT006,West Java 2,Garut,Garut Selatan,186,########,38.71%,32.26%,11.83%,16.13%,1.61%,0.54%,2.15%,0.00%,5.91%,0.54%,0.00%,0.00%,0.00%,0.00%,"210,178","216,863","201,574","208,674","301,335","339,592","268,331",0,"178,279","160,000",0,0,0,0,"81,359",17.58%,3.30%,28.49%,12.51%,0
2020,1,ID_GRT007,West Java 2,Garut,Garut Selatan,515,########,54.95%,40.19%,17.28%,5.44%,13.98%,1.17%,2.33%,0.00%,12.04%,0.00%,2.52%,0.19%,0.00%,0.00%,"257,821","251,511","241,261","268,854","254,532","288,384","250,503",0,"244,195",0,"423,383","256,533",0,0,"141,677",26.70%,4.61%,27.76%,14.24%,0
2020,1,ID_GRT008,West Java 2,Garut,Garut Kota,310,########,45.81%,31.61%,13.87%,4.52%,12.90%,0.00%,0.00%,0.32%,13.87%,0.00%,0.00%,0.00%,0.00%,0.32%,"196,281","195,503","192,414","201,430","198,072",0,0,"142,557","196,806",0,0,0,0,"249,999","89,909",38.61%,6.56%,34.92%,21.57%,0
2020,1,ID_GRT009,West Java 2,Garut,Garut Kota,484,########,40.08%,16.32%,11.57%,4.55%,0.00%,0.00%,0.21%,0.00%,22.11%,0.00%,1.03%,0.21%,0.41%,0.00%,"146,115","136,140","138,056","131,010",0,0,"141,715",0,"146,973",0,"270,832","155,000","177,992",0,"58,567",30.62%,6.19%,40.96%,33.96%,0
2020,1,ID_GSK001,East Java 1,Gresik,Gresik,372,########,97.85%,30.38%,17.74%,9.41%,3.23%,0.00%,0.00%,0.00%,15.86%,0.54%,1.08%,0.00%,0.00%,50.00%,"267,827","182,761","184,960","174,684","194,224",0,0,0,"195,410","230,000","262,500",0,0,"343,000","262,068",13.30%,29.73%,11.99%,8.09%,0
2020,1,ID_GSK002,East Java 1,Gresik,Gresik,203,"8,686,843",29.56%,16.26%,11.82%,2.46%,0.00%,1.97%,0.00%,0.00%,12.81%,0.00%,0.00%,0.49%,0.00%,0.00%,"144,781","138,200","133,937","156,589",0,"140,788",0,0,"153,455",0,0,"136,413",0,0,"42,792",53.49%,11.63%,39.43%,29.92%,0
2020,1,ID_GSK003,East Java 1,Gresik,Gresik,279,"1,575,000",0.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,0.00%,0.00%,0.00%,0.00%,0.00%,"1,575,000",0,0,0,0,0,0,0,"1,575,000",0,0,0,0,0,"5,645",90.48%,4.76%,28.96%,28.96%,0
2020,1,ID_GSK004,East Java 1,Gresik,Gresik,8,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_GSK005,East Java 1,Gresik,Gresik,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_GSK006,East Java 1,Gresik,Gresik,0,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0
2020,1,ID_HAT001,South Sumatra,Lahat,Lahat,651,"3,245,682",3.69%,1.08%,0.92%,0.15%,0.00%,0.00%,0.00%,0.00%,2.61%,0.00%,0.00%,0.00%,0.00%,0.00%,"135,237","96,677","96,200","99,540",0,0,0,0,"151,114",0,0,0,0,0,"4,986",42.11%,15.79%,34.15%,30.21%,0
2020,1,ID_JBR001,East Java 3,Jember,Sumbersari,775,########,35.87%,13.94%,2.97%,2.58%,8.39%,0.00%,0.00%,0.00%,19.61%,0.26%,1.55%,0.52%,0.00%,0.00%,"191,161","197,845","218,337","152,063","204,681",0,0,0,"182,706","186,000","237,337","196,041",0,0,"68,571",42.23%,2.39%,29.29%,22.99%,0
2020,1,ID_JBR002,East Java 3,Jember,Sumbersari,496,########,54.64%,49.19%,20.77%,2.42%,24.19%,0.81%,1.01%,0.00%,5.44%,0.00%,0.00%,0.00%,0.00%,0.00%,"147,561","146,251","146,144","151,969","144,301","148,598","179,635",0,"159,401",0,0,0,0,0,"80,623",14.20%,0.32%,28.60%,11.14%,0
2020,1,ID_JBR003,East Java 3,Jember,Sumbersari,372,"3,760,823",12.63%,6.45%,0.27%,1.88%,4.03%,0.27%,0.00%,0.00%,5.38%,0.00%,0.81%,0.00%,0.00%,0.00%,"80,018","75,898","93,712","71,236","76,065","88,221",0,0,"77,613",0,"129,000",0,0,0,"10,110",52.00%,1.00%,31.51%,22.74%,0
2020,1,ID_JBR004,East Java 3,Jember,Kaliwates,837,########,19.71%,13.50%,8.72%,1.55%,2.99%,0.00%,0.24%,0.00%,5.97%,0.00%,0.00%,0.24%,0.00%,0.00%,"141,554","141,926","137,199","150,234","147,332",0,"192,878",0,"140,811",0,0,"139,127",0,0,"27,905",32.58%,4.92%,34.69%,21.34%,0
2020,1,ID_JBR005,East Java 3,Jember,Sumbersari,248,########,35.89%,16.94%,0.40%,6.85%,7.26%,2.42%,0.00%,0.00%,18.55%,0.00%,0.00%,0.40%,0.00%,0.00%,"194,238","188,594","212,811","199,074","181,537","176,038",0,0,"200,516",0,0,"142,500",0,0,"69,706",39.61%,2.60%,28.59%,20.74%,0
2020,1,ID_JBR006,East Java 3,Jember,Kaliwates,775,"9,222,088",12.39%,3.74%,2.97%,0.39%,0.00%,0.39%,0.00%,0.00%,8.00%,0.00%,0.65%,0.00%,0.00%,0.00%,"96,063","83,704","81,688","86,706",0,"96,156",0,0,"95,886",0,"169,950",0,0,0,"11,899",39.70%,12.06%,44.09%,39.29%,0
2020,1,ID_JBR007,East Java 3,Jember,Sumbersari,699,########,17.45%,7.73%,4.86%,0.86%,1.00%,1.00%,0.00%,0.00%,9.01%,0.00%,0.57%,0.14%,0.00%,0.00%,"113,199","112,905","111,766","115,377","119,315","109,914",0,0,"111,794",0,"139,167","113,666",0,0,"19,757",40.00%,1.90%,31.51%,23.61%,0
