year,month,oyo_id,hub,city,cluster,SRNs,GMV,OCC,OTA,TraveLoka,Booking.com,Agoda,Tiket.com,Pegipegi,Expedia,App,MM,Walk_In,Web,Direct,Rest,ARR,OTA.1,TraveLoka.1,Booking.com.1,Agoda.1,Tiket.com.1,Pegipegi.1,Expedia.1,App.1,MM.1,Walk_In.1,Web.1,Direct.1,Rest.1,Revpar,Cancellations,No_Shows,GTR,NTR,MG_Loss
2020,1,ID_BGA001,South Sumatra,Pangkal Pinang,Sungai Liat,488,45585553.47,0.3074,0.1557,0.0717,0.0102,0.043,0.002,0.0061,0.0225,0.0184,0.002,0.1311,0.0,0.0,0.0,303881,291895,271522,301702,339202,356860,221267,275309,281868,350000,320490,0,0,0,93406,0.4918,0.0164,0.1661,0.0726,0
2020,1,ID_BGA002,South Sumatra,Pangkal Pinang,Sungai Liat,341,6920696.482000001,0.1114,0.0411,0.0117,0.0176,0.0117,0.0,0.0,0.0,0.0147,0.0088,0.0469,0.0,0.0,0.0,182184,177828,107128,235633,161821,0,0,0,126677,200000,200000,0,0,0,20302,0.377,0.0,0.6342,0.5681,0
2020,1,ID_BGA003,South Sumatra,Pangkal Pinang,Sungai Liat,154,1051445.395,0.0325,0.026,0.0,0.0,0.0,0.026,0.0,0.0,0.0065,0.0,0.0,0.0,0.0,0.0,210079,213892,0,0,0,213892,0,0,194830,0,0,0,0,0,6821,0.6429,0.0,0.4545,0.31629999999999997,0
2020,1,ID_BGA004,South Sumatra,Pangkal Pinang,Sungai Liat,465,29539836.26,0.3376,0.1226,0.0624,0.0043,0.0452,0.0108,0.0,0.0,0.1742,0.0409,0.0,0.0,0.0,0.0,188171,196747,175158,164308,239022,157389,0,0,173991,222895,0,0,0,0,63533,0.2819,0.0264,0.3151,0.2419,0
2020,1,ID_BGA005,South Sumatra,Pangkal Pinang,Sungai Liat,465,12191022.18,0.1011,0.0086,0.0022,0.0,0.0065,0.0,0.0,0.0,0.0086,0.0,0.0753,0.0,0.0086,0.0,259320,188454,114281,0,213179,0,0,0,130763,0,299156,0,110185,0,26211,0.2167,0.0,-0.0019,-0.0137,28046
2020,1,ID_BGA006,South Sumatra,Pangkal Pinang,Sungai Liat,620,33787227.11,0.3226,0.1516,0.0952,0.0177,0.0387,0.0,0.0,0.0,0.0968,0.0113,0.0581,0.0,0.0,0.0048,168926,143681,140619,150131,148251,0,0,0,151219,235714,243598,0,0,262153,54492,0.1605,0.0165,0.43939999999999996,0.363,0
2020,1,ID_BGA007,South Sumatra,Pangkal Pinang,Sungai Liat,403,5896805.616,0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248,0.0,0.0471,0.0,0.0,0.0,203226,0,0,0,0,0,0,0,146189,0,233246,0,0,0,14624,0.0938,0.0,0.3157,0.3157,0
2020,1,ID_BGA008,South Sumatra,Pangkal Pinang,Sungai Liat,465,8424377.379,0.1419,0.0129,0.0,0.0129,0.0,0.0,0.0,0.0,0.028,0.0,0.1011,0.0,0.0,0.0,127674,84138,0,84138,0,0,0,0,92873,0,142858,0,0,0,18121,0.2048,0.0,0.3159,0.3057,0
2020,1,ID_BGR001,Bogor,Kabupaten Bogor,Cimande,224,5444566.221,0.0134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134,0.0,0.0,0.0,0.0,0.0,1813888,0,0,0,0,0,0,0,1813888,0,0,0,0,0,24293,0.8261,0.1413,0.26890000000000003,0.26890000000000003,0
2020,1,ID_BGR002,Bogor,Kabupaten Bogor,Cipayung,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR003,Bogor,Kabupaten Bogor,Citeko,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR004,Bogor,Kabupaten Bogor,Megamendung,1217,93079602.65,0.2416,0.1446,0.0822,0.0222,0.0,0.0099,0.0164,0.0058,0.0698,0.0058,0.0156,0.0041,0.0016,0.0,316568,326055,339928,336021,0,358574,306114,305137,261515,231429,522019,250966,331591,0,76476,0.5079,0.1073,0.2815,0.1684,0
2020,1,ID_BGR005,Bogor,Bogor,Puncak Bogor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR006,Bogor,Bogor,Baranangsiang,244,31180119.74,0.7008,0.3811,0.1311,0.041,0.1557,0.0164,0.0246,0.0123,0.2705,0.0287,0.0041,0.0164,0.0,0.0,182345,177355,177943,179599,174992,224223,175099,135562,187315,207143,165000,177280,0,0,127791,0.3387,0.115,0.2815,0.18100000000000002,0
2020,1,ID_BGR007,Bogor,Bogor,Baranangsiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR008,Bogor,Bogor,Baranangsiang,1860,236923612.7,0.7016,0.3097,0.1527,0.0516,0.0806,0.0177,0.0043,0.0027,0.3231,0.0581,0.0,0.0091,0.0005,0.0011,181554,199525,191461,183737,221214,217037,197783,197256,177253,105861,0,196949,209817,240594,127380,0.329,0.0415,0.3395,0.24710000000000001,0
2020,1,ID_BGR009,Bogor,Kabupaten Bogor,Hambalang,926,150131769.3,0.5281,0.1296,0.0551,0.014,0.027,0.0119,0.0216,0.0,0.0756,0.0,0.3153,0.0011,0.0065,0.0,307005,281332,261977,258511,258061,306768,360620,0,292492,0,320308,338333,337106,0,162122,0.2065,0.0048,0.1328,0.0915,0
2020,1,ID_BGR010,Bogor,Bogor,Baranangsiang,1426,45906423.58,0.5877,0.0007,0.0,0.0,0.0007,0.0,0.0,0.0,0.0035,0.5835,0.0,0.0,0.0,0.0,54777,178463,0,0,178463,0,0,0,216640,53656,0,0,0,0,32190,0.1103,0.0793,0.3157,0.3157,0
2020,1,ID_BGR011,Bogor,Bogor,Bubulak,743,78171243.98,0.6703,0.2301,0.1507,0.0135,0.0444,0.0108,0.0108,0.0,0.4266,0.0,0.0,0.0054,0.0081,0.0,156960,165618,158838,153070,184434,182910,181319,0,151642,0,0,128615,210023,0,105203,0.3567,0.0511,0.32770000000000005,0.2589,0
2020,1,ID_BGR012,Bogor,Bogor,Baranangsiang,1247,165665656.5,0.7185,0.3881,0.2743,0.0048,0.0754,0.0249,0.0088,0.0,0.2935,0.0241,0.0,0.0072,0.0056,0.0,184901,190426,181157,241365,229435,168714,178672,0,185759,76000,0,202418,202213,0,132856,0.3129,0.0,0.33149999999999996,0.2263,0
2020,1,ID_BGR013,Bogor,Depok,Pondok Petir,868,124489439.5,0.7396,0.3952,0.2281,0.0334,0.0829,0.0138,0.0323,0.0046,0.3076,0.0,0.0242,0.0081,0.0046,0.0,193917,200547,196649,184184,217832,202153,201274,191109,178086,0,275918,222245,202008,0,143427,0.3269,0.0558,0.34409999999999996,0.2379,0
2020,1,ID_BGR014,Bogor,Bogor,Cimahpar,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR015,Bogor,Bogor,Cimahpar,2108,217906464.7,0.3046,0.0446,0.0024,0.0085,0.009,0.0104,0.0142,0.0,0.0166,0.0,0.2059,0.0005,0.0028,0.0342,339367,306704,409952,260962,365158,308617,278517,0,274028,0,407780,283333,265441,8333,103356,0.4033,0.0055,0.09939999999999999,0.076,0
2020,1,ID_BGR016,Bogor,Bogor,Cibadak,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR017,Bogor,Bogor,Cimahpar,1540,225567219.9,0.6773,0.2864,0.1565,0.0831,0.0,0.0377,0.0091,0.0,0.3779,0.0045,0.0,0.0065,0.0019,0.0,216259,228845,244915,199748,0,215665,272825,0,207081,221412,0,200780,186226,0,146466,0.362,0.047,0.38630000000000003,0.306,0
2020,1,ID_BGR018,Bogor,Kabupaten Bogor,Ciawi,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR019,Bogor,Bogor,Baranangsiang,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR020,Bogor,Kabupaten Bogor,Ciomas,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0
2020,1,ID_BGR021,Bogor,Depok,Mekarjaya,105,424797.093,0.0381,0.0095,0.0095,0.0,0.0,0.0,0.0,0.0,0.0286,0.0,0.0,0.0,0.0,0.0,106186,96736,96736,0,0,0,0,0,109336,0,0,0,0,0,4045,0.2,0.0,0.3055,0.26280000000000003,0
2020,1,ID_BGR022,Bogor,Bogor,Baranangsiang,147,11384086.51,0.7007,0.0136,0.0,0.0,0.0136,0.0,0.0,0.0,0.6599,0.0068,0.0,0.0136,0.0,0.0068,110522,171706,0,0,171706,0,0,0,108684,150000,0,99000,0,150000,77440,0.4901,0.0,0.30329999999999996,0.2964,0
2020,1,ID_BGR023,Bogor,Bogor,Bubulak,293,21811466.15,0.5495,0.1092,0.0444,0.0478,0.0,0.0171,0.0,0.0,0.3174,0.1126,0.0,0.0068,0.0034,0.0,135472,134331,124353,137031,0,152713,0,0,139238,123009,0,148085,207826,0,74440,0.5,0.0528,0.32289999999999996,0.2887,0
2020,1,ID_BGR024,Bogor,Kabupaten Bogor,Cipayung,596,22232431.85,0.302,0.1023,0.0705,0.0201,0.0,0.0034,0.0084,0.0,0.1946,0.0,0.0,0.005,0.0,0.0,123519,133326,131765,133171,0,149434,140372,0,118039,0,0,136009,0,0,37305,0.5582,0.0803,0.4929,0.4229,0
2020,1,ID_BGR025,Bogor,Kabupaten Bogor,Citeko,315,19668588.88,0.3079,0.0857,0.054,0.0,0.019,0.0127,0.0,0.0,0.1841,0.0,0.0317,0.0063,0.0,0.0,202793,191050,191155,0,202577,173311,0,0,193986,0,292000,170680,0,0,62447,0.6024,0.008,0.41450000000000004,0.3666,0
2020,1,ID_BGR026,Bogor,Bogor,Cikaret,1116,13057939.24,0.1828,0.0045,0.0036,0.0009,0.0,0.0,0.0,0.0,0.0269,0.1514,0.0,0.0,0.0,0.0,64008,143116,154027,99472,0,0,0,0,131694,49652,0,0,0,0,11700,0.2517,0.0638,0.3876,0.37729999999999997,0
2020,1,ID_BGR027,Bogor,Bogor,Babakan,458,37157025.39,0.5109,0.2904,0.1812,0.0175,0.0895,0.0022,0.0,0.0,0.1659,0.0,0.0328,0.0218,0.0,0.0,158796,142693,141519,158464,142453,123797,0,0,178439,0,191555,174544,0,0,81132,0.3632,0.0384,0.2927,0.19329999999999997,0
2020,1,ID_BGR028,Bogor,Kabupaten Bogor,Tapos,589,14442401.22,0.1511,0.0204,0.0085,0.0,0.0085,0.0034,0.0,0.0,0.09,0.0,0.0357,0.0051,0.0,0.0,162278,137265,105970,0,175371,120238,0,0,135050,0,250714,124302,0,0,24521,0.5668,0.023,0.4573,0.4351,0
2020,1,ID_BGR029,Bogor,Bogor,Bubulak,320,176904.0,0.0063,0.0063,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87750,87750,0,0,87750,0,0,0,0,0,0,0,0,0,548,0.6,0.2,0.29,0.0877,0
2020,1,ID_BGR030,BC,Bekasi,Jati mekar,279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8889,0.1111,0.0,0.0,0
2020,1,ID_BGR031,Bogor,Bogor,Bubulak,1829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9231,0.0769,0.0,0.0,0
2020,1,ID_BGR032,Bogor,Bogor,Bubulak,1240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0
2020,1,ID_BGR033,Bogor,Bogor,Bubulak,698,6074709.0770000005,0.0888,0.0057,0.0043,0.0014,0.0,0.0,0.0,0.0,0.0172,0.0,0.0,0.0029,0.0,0.063,98007,73702,76106,66489,0,0,0,0,83486,0,0,77705,0,105100,8706,0.3586,0.2138,0.3268,0.3179,0
2020,1,ID_BGR034,Bogor,Kabupaten Bogor,Cimande,216,5665344.767999999,0.1944,0.0417,0.0,0.0278,0.0,0.0139,0.0,0.0,0.1481,0.0,0.0,0.0046,0.0,0.0,134920,137816,0,139068,0,135313,0,0,133308,0,0,160459,0,0,26234,0.7171,0.078,0.6603,0.6082,0
2020,1,ID_BGR035,Bogor,Bogor,Bubulak,56,438446.7136,0.0536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357,0.0,0.0,0.0179,0.0,0.0,146071,0,0,0,0,0,0,0,147856,0,0,142500,0,0,7825,0.7778,0.0556,0.48869999999999997,0.48869999999999997,0
2020,1,ID_BGR036,Bogor,Bogor,Bogor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR037,Bogor,Bogor,Puncak Bogor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR038,Bogor,Bogor,Puncak Bogor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR039,Bogor,Bogor,Bogor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGR040,Bogor,Bogor,Bogor,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGU001,South Sumatra,Bengkulu,Bengkulu,279,6779997.721,0.1039,0.0036,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004,0.0,0.0,0.0,233889,213268,213268,0,0,0,0,0,0,0,234625,0,0,0,24311,0.2564,0.0,0.0512,0.0453,0
2020,1,ID_BGU002,South Sumatra,Bengkulu,Bengkulu,155,26638253.38,0.6258,0.3161,0.1355,0.071,0.071,0.0194,0.0065,0.0129,0.071,0.2387,0.0,0.0,0.0,0.0,274624,258660,244691,301606,254722,250776,208283,227800,296292,289324,0,0,0,0,171862,0.1746,0.0556,0.2749,0.1864,0
2020,1,ID_BGU003,South Sumatra,Bengkulu,Bengkulu,310,6105487.882,0.1258,0.1032,0.0774,0.0,0.0258,0.0,0.0,0.0,0.0097,0.0,0.0129,0.0,0.0,0.0,156559,148407,147462,0,151244,0,0,0,167842,0,213312,0,0,0,19696,0.3971,0.0294,0.2748,0.12240000000000001,0
2020,1,ID_BGU004,South Sumatra,Bengkulu,Bengkulu,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGU005,South Sumatra,Bengkulu,Bengkulu,527,21155206.06,0.222,0.1404,0.1006,0.0057,0.0228,0.0095,0.0019,0.0,0.0816,0.0,0.0,0.0,0.0,0.0,180823,161049,172201,130532,126116,157015,100915,0,214851,0,0,0,0,0,40145,0.2948,0.0289,0.2632,0.1575,0
2020,1,ID_BGU006,South Sumatra,Bengkulu,Bengkulu,992,47454509.54,0.1724,0.0665,0.0665,0.0,0.0,0.0,0.0,0.0,0.0595,0.0,0.0343,0.004,0.002,0.006,277478,232371,232371,0,0,0,0,0,278401,0,353266,285809,207940,352746,47831,0.2108,0.0224,0.6552,0.594,0
2020,1,ID_BGU007,South Sumatra,Bengkulu,Bengkulu,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGU008,South Sumatra,Bengkulu,Bengkulu,215,7064099.34,0.214,0.1116,0.0837,0.0,0.0233,0.0,0.0,0.0047,0.0372,0.0,0.0651,0.0,0.0,0.0,153534,149372,150626,0,149765,0,0,124847,181777,0,144529,0,0,0,32849,0.407,0.0581,0.275,0.1771,0
2020,1,ID_BGU009,South Sumatra,Bengkulu,Bengkulu,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BGU010,South Sumatra,Bengkulu,Bengkulu,1240,19935536.67,0.1121,0.0605,0.0387,0.0089,0.0065,0.0016,0.0048,0.0,0.029,0.0202,0.0016,0.0,0.0008,0.0,143417,132757,122493,180513,129368,135858,130810,0,127991,200000,100250,0,170000,0,16077,0.1618,0.0347,0.435,0.34240000000000004,0
2020,1,ID_BGU011,South Sumatra,Bengkulu,Bengkulu,806,26084566.07,0.2506,0.1141,0.0658,0.0062,0.0261,0.0161,0.0,0.0,0.1228,0.0087,0.0,0.0025,0.0012,0.0012,129142,139165,135687,129136,157744,127189,0,0,116274,175714,0,110019,162291,160000,32366,0.3966,0.0312,-1.6571,-1.7472999999999999,0
2020,1,ID_BGU012,South Sumatra,Bengkulu,Bengkulu,682,3199885.689,0.0455,0.0235,0.0147,0.0044,0.0015,0.0029,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,103119,113378,124031,92720,82986,106296,0,0,92175,0,0,0,0,0,4687,0.2558,0.0233,0.5416,0.4364,0
2020,1,ID_BGU013,South Sumatra,Bengkulu,Bengkulu,310,2276890.635,0.0645,0.0387,0.0258,0.0032,0.0097,0.0,0.0,0.0,0.0097,0.0161,0.0,0.0,0.0,0.0,113873,106051,108361,81140,108193,0,0,0,84950,150000,0,0,0,0,7347,0.56,0.04,0.2978,0.1888,0
2020,1,ID_BGU014,South Sumatra,Bengkulu,Bengkulu,371,3048024.292,0.0943,0.0296,0.0216,0.0054,0.0,0.0,0.0027,0.0,0.062,0.0,0.0,0.0027,0.0,0.0,87123,86881,80426,107989,0,0,96307,0,86983,0,0,93000,0,0,8219,0.3684,0.0175,0.452,0.3944,0
2020,1,ID_BGU015,South Sumatra,Bengkulu,Bengkulu,1643,9930830.74,0.0377,0.014,0.0073,0.0067,0.0,0.0,0.0,0.0,0.0164,0.0,0.0067,0.0006,0.0,0.0,160327,148940,138350,160493,0,0,0,0,161074,0,184273,138626,0,0,6050,0.3365,0.0673,0.4397,0.3778,0
2020,1,ID_BGU016,South Sumatra,Bengkulu,Bengkulu,217,2748924.058,0.1152,0.023,0.0,0.0,0.023,0.0,0.0,0.0,0.0876,0.0,0.0046,0.0,0.0,0.0,109964,82095,0,0,82095,0,0,0,113158,0,188631,0,0,0,12669,0.3864,0.0455,0.46869999999999995,0.43729999999999997,0
2020,1,ID_BGU017,South Sumatra,Bengkulu,Bengkulu,124,1034370.428,0.0806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0403,0.0081,0.0,0.0,0.0323,0.0,103495,0,0,0,0,0,0,0,103721,150000,0,0,91587,0,8346,0.2778,0.1667,0.4608,0.4608,0
2020,1,ID_BGU018,South Sumatra,Curup,Curup,310,1140901.804,0.0419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129,0.0,0.029,0.0,0.0,0.0,87836,0,0,0,0,0,0,0,72967,0,94444,0,0,0,3683,0.2381,0.1429,0.6059,0.6059,0
2020,1,ID_BGU019,South Sumatra,Bengkulu,Bengkulu Outskirt,436,59546.264,0.0023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0,0.0,0.0,0.0,59380,0,0,0,0,0,0,0,59380,0,0,0,0,0,136,0.7692,0.1923,4.23,4.23,0
2020,1,ID_BGU020,South Sumatra,Bengkulu,Bengkulu,518,20645693.11,0.3359,0.0463,0.0,0.0232,0.0116,0.0116,0.0,0.0,0.2297,0.0,0.0521,0.0077,0.0,0.0,118656,115032,0,109808,124535,115977,0,0,119065,0,117444,136416,0,0,39858,0.293,0.0273,0.5047999999999999,0.4813,0
2020,1,ID_BGU021,South Sumatra,Bengkulu,Bengkulu,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BKI001,BC,Bekasi,Harapan Mulya,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0
2020,1,ID_BKI002,BC,Bekasi,Bekasi,682,5860303.24,0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.0,101092,0,0,0,0,0,0,0,0,101092,0,0,0,0,8597,0.1667,0.0278,0.6225999999999999,0.6225999999999999,0
2020,1,ID_BKI003,BC,Cikarang,Cikarang,1457,49690140.96,0.5957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5957,0.0,0.0,0.0,0.0,57251,0,0,0,0,0,0,0,0,57251,0,0,0,0,34107,0.1645,0.0377,-2.052,-2.052,0
2020,1,ID_BKI004,BC,Bekasi,Medan Satria,248,39509913.66,0.754,0.3589,0.1895,0.0242,0.0806,0.0323,0.0323,0.0,0.3589,0.0081,0.0,0.0161,0.0121,0.0,211292,228076,236129,285159,188841,175154,288963,0,194921,225000,0,211651,189436,0,159321,0.3758,0.0435,0.4082,0.3119,0
2020,1,ID_BKI005,BC,Bekasi,Bintara,28,278474.5656,0.1071,0.1071,0.1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92862,92862,92862,0,0,0,0,0,0,0,0,0,0,0,9950,0.9632,0.0147,0.8265,0.638,2243680
2020,1,ID_BKI006,BC,Bekasi,Pengasinan,1241,55236598.26,0.2699,0.1547,0.0645,0.0201,0.0492,0.0105,0.0081,0.0024,0.1088,0.0008,0.0,0.0048,0.0008,0.0,164912,163620,160196,158110,167982,173571,162955,171264,166466,184950,0,168353,162311,0,44517,0.4788,0.1262,0.4841,0.3772,0
2020,1,ID_BKI007,BC,Bekasi,Harapan Mulya,104,16039170.78,0.5096,0.2788,0.1635,0.0,0.0962,0.0,0.0,0.0192,0.0577,0.1538,0.0192,0.0,0.0,0.0,302635,311009,265331,0,398451,0,0,262062,346735,271875,295000,0,0,0,154228,0.486,0.0187,0.31,0.2096,0
2020,1,ID_BKI008,BC,Bekasi,Cibuntu,1085,93889056.15,0.6369,0.0562,0.0092,0.0065,0.0406,0.0,0.0,0.0,0.5364,0.0,0.0415,0.0028,0.0,0.0,135867,153647,170443,157161,149271,0,0,0,128327,0,209126,138111,0,0,86529,0.2412,0.084,0.2859,0.2672,0
2020,1,ID_BKI009,BC,Bekasi,Harapan Mulya,465,31918214.64,0.4129,0.1591,0.0903,0.0645,0.0,0.0043,0.0,0.0,0.2194,0.0022,0.0151,0.0086,0.0086,0.0,166242,168724,176962,149196,0,288651,0,0,158082,180000,266267,156165,160000,0,68642,0.5404,0.1364,0.5247999999999999,0.4536,0
2020,1,ID_BKI010,BC,Bekasi,Jakamulya,620,97628337.7,0.5532,0.1226,0.0532,0.0226,0.0468,0.0,0.0,0.0,0.1306,0.179,0.1177,0.0032,0.0,0.0,284644,190875,184485,207045,190340,0,0,0,203203,312959,431045,231047,0,0,157472,0.3945,0.0531,0.3829,0.35409999999999997,0
2020,1,ID_BKI011,BC,Cikarang,Cikarang,1414,138865772.4,0.5099,0.3289,0.1662,0.0198,0.1018,0.0184,0.0226,0.0,0.1662,0.0,0.0092,0.0057,0.0,0.0,192602,190085,181653,180876,199936,180385,223611,0,192307,0,286564,194942,0,0,98208,0.3225,0.0423,0.8388,0.7155,0
2020,1,ID_BKI012,BC,Bekasi,Harapan Baru,20,2100000.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2100000,0,0,0,0,0,0,0,2100000,0,0,0,0,0,105000,0.0,0.0,0.8525,0.8525,0
2020,1,ID_BKI013,BC,Bekasi,Jakamulya,930,165498433.9,0.7011,0.357,0.1559,0.0376,0.1086,0.0011,0.0538,0.0,0.3129,0.0215,0.0011,0.0086,0.0,0.0,253823,262970,243848,245602,263356,552955,324002,0,241360,276900,300000,264079,0,0,177949,0.3199,0.0556,0.3041,0.20440000000000003,0
2020,1,ID_BKI014,BC,Bekasi,Jakamulya,253,38961663.0,0.7352,0.0553,0.0356,0.0,0.0198,0.0,0.0,0.0,0.6798,0.0,0.0,0.0,0.0,0.0,209465,215568,212699,0,220733,0,0,0,208968,0,0,0,0,0,153994,0.587,0.102,0.4183,0.4028,0
2020,1,ID_BKI015,BC,Bekasi,Jaticempaka,899,2239433.723,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0133,171795,0,0,0,0,0,0,0,1900000,0,0,0,0,27778,2484,0.6591,0.0455,0.5245000000000001,0.5245000000000001,0
2020,1,ID_BKI016,Jakarta,Jakarta,Cilangkap,467,3078590.09,0.0214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0214,0.0,0.0,0.0,0.0,0.0,308050,0,0,0,0,0,0,0,308050,0,0,0,0,0,6596,0.7973,0.0676,0.5646,0.5646,0
2020,1,ID_BKI017,BC,Bekasi,Harapan Baru,366,36217882.09,0.5956,0.0956,0.0027,0.0929,0.0,0.0,0.0,0.0,0.2951,0.1885,0.0,0.0164,0.0,0.0,166145,137034,118689,137574,0,0,0,0,218926,94496,0,209884,0,0,98961,0.5554,0.0896,0.4226,0.4039,0
